SAMPLE_ID,ANALYSIS_ID,ANALYSIS_CONTRACT,STATION_NAME,DEPLOYMENT_DATE_START,DEPLOYMENT_TIME_START,CAST_NUMBER,GEAR,TOW_TYPE,NET_MESH_SIZE,SAMPLING_NET_ID,MIN_SAMPLE_DEPTH,MAX_SAMPLE_DEPTH,DEPTH_CALC_NET_FILTERED_VOL,FLOWMETER_CALC_VOL,TAXON_ID,KINGDOM,PHYLUM,CLASS,ORDER,FAMILY,C1_SAMPLE_ABUND (nbr of ind.),C1_ABUND (ind./m3 depth vol.),C1_ABUND (ind./m3 flowmeter vol.),C1_BIOMASS (µg C m-3 depth vol.),C1_BIOMASS (µg C m-3 flowmeter vol.),C2_SAMPLE_ABUND (nbr of ind.),C2_ABUND (ind./m3 depth vol.),C2_ABUND (ind./m3 flowmeter vol.),C2_BIOMASS (µg C m-3 depth vol.),C2_BIOMASS (µg C m-3 flowmeter vol.),C3_SAMPLE_ABUND (nbr of ind.),C3_ABUND (ind./m3 depth vol.),C3_ABUND (ind./m3 flowmeter vol.),C3_BIOMASS (µg C m-3 depth vol.),C3_BIOMASS (µg C m-3 flowmeter vol.),C4_SAMPLE_ABUND (nbr of ind.),C4_ABUND (ind./m3 depth vol.),C4_ABUND (ind./m3 flowmeter vol.),C4_BIOMASS (µg C m-3 depth vol.),C4_BIOMASS (µg C m-3 flowmeter vol.),C5_SAMPLE_ABUND (nbr of ind.),C5_ABUND (ind./m3 depth vol.),C5_ABUND (ind./m3 flowmeter vol.),C5_BIOMASS (µg C m-3 depth vol.),C5_BIOMASS (µg C m-3 flowmeter vol.),M_SAMPLE_ABUND (nbr of ind.),M_ABUND (ind./m3 depth vol.),M_ABUND (ind./m3 flowmeter vol.),M_BIOMASS (µg C m-3 depth vol.),M_BIOMASS (µg C m-3 flowmeter vol.),F_SAMPLE_ABUND (nbr of ind.),F_ABUND (ind./m3 depth vol.),F_ABUND (ind./m3 flowmeter vol.),F_BIOMASS (µg C m-3 depth vol.),F_BIOMASS (µg C m-3 flowmeter vol.),COP_NS_SAMPLE_ABUND (nbr of ind.),COP_NS_ABUND (ind./m3 depth vol.),COP_NS_ABUND (ind./m3 flowmeter vol.),COP_NS_BIOMASS (µg C m-3 depth vol.),COP_NS_BIOMASS (µg C m-3 flowmeter vol.),COPEPODID_SAMPLE_ABUND (nbr of ind.),COPEPODID_ABUND (ind./m3 depth vol.),COPEPODID_ABUND (ind./m3 flowmeter vol.),COPEPODID_BIOMASS (µg C m-3 depth vol.),COPEPODID_BIOMASS (µg C m-3 flowmeter vol.),N1_SAMPLE_ABUND (nbr of ind.),N1_ABUND (ind./m3 depth vol.),N1_ABUND (ind./m3 flowmeter vol.),N2_SAMPLE_ABUND (nbr of ind.),N2_ABUND (ind./m3 depth vol.),N2_ABUND (ind./m3 flowmeter vol.),N3_SAMPLE_ABUND (nbr of ind.),N3_ABUND (ind./m3 depth vol.),N3_ABUND (ind./m3 flowmeter vol.),N4_SAMPLE_ABUND (nbr of ind.),N4_ABUND (ind./m3 depth vol.),N4_ABUND (ind./m3 flowmeter vol.),N5_SAMPLE_ABUND (nbr of ind.),N5_ABUND (ind./m3 depth vol.),N5_ABUND (ind./m3 flowmeter vol.),N6_SAMPLE_ABUND (nbr of ind.),N6_ABUND (ind./m3 depth vol.),N6_ABUND (ind./m3 flowmeter vol.),NAUP_NS_SAMPLE_ABUND (nbr of ind.),NAUP_NS_ABUND (ind./m3 depth vol.),NAUP_NS_ABUND (ind./m3 flowmeter vol.),NAUPLIUS_SAMPLE_ABUND (nbr of ind.),NAUPLIUS_ABUND (ind./m3 depth vol.),NAUPLIUS_ABUND (ind./m3 flowmeter vol.),ALL_STAGES_SAMPLE_ABUND (nbr of ind.),ALL_STAGES_ABUND (ind./m3 depth vol.),ALL_STAGES_ABUND (ind./m3 flowmeter vol.)
51735,2195,MI-Geoffroy,TCA-5.20,2025-08-24,09:23:30,1,2x1m2,O-Tow,500,500-RED,0,101,NA,675.6,Calanus hyperboreus,Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,0,NA,0,NA,0,636.3636364,NA,0.941923677,NA,62.11036251,218.9090909,NA,0.324021745,NA,72.46508819,560,NA,0.828892836,NA,379.3338792,10.66666667,NA,0.015788435,NA,16.13577533,0,NA,0,NA,0,0,NA,0,NA,0,0,NA,0,NA,0,1425.939394,NA,2.110626693,NA,530.0451052,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,1425.939394,NA,2.110626693
51735,2195,MI-Geoffroy,TCA-5.20,2025-08-24,09:23:30,1,2x1m2,O-Tow,500,500-RED,0,101,NA,675.6,Calanus spp.,Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,0,NA,0,NA,0,0,NA,0,NA,0,0,NA,0,NA,0,0,NA,0,NA,0,0,NA,0,NA,0,0,NA,0,NA,0,0,NA,0,NA,0,10.66666667,NA,0.015788435,NA,1.203330097,10.66666667,NA,0.015788435,NA,1.203330097,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,10.66666667,NA,0.015788435
51735,2195,MI-Geoffroy,TCA-5.20,2025-08-24,09:23:30,1,2x1m2,O-Tow,500,500-RED,0,101,NA,675.6,Metridia longa,Animalia,Arthropoda,Copepoda,Calanoida,Metridinidae,0,NA,0,NA,0,0,NA,0,NA,0,90.90909091,NA,0.134560525,NA,1.235507831,10.66666667,NA,0.015788435,NA,0.345147346,53.33333333,NA,0.078942175,NA,5.518896388,10.66666667,NA,0.015788435,NA,1.482451628,106.6666667,NA,0.15788435,NA,33.49939609,5.333333333,NA,0.007894217,NA,0.466239804,277.5757576,NA,0.410858137,NA,42.54763909,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,277.5757576,NA,0.410858137
51735,2195,MI-Geoffroy,TCA-5.20,2025-08-24,09:23:30,1,2x1m2,O-Tow,500,500-RED,0,101,NA,675.6,Paraeuchaeta sp.,Animalia,Arthropoda,Copepoda,Calanoida,Euchaetidae,0,NA,0,NA,0,0,NA,0,NA,0,5.333333333,NA,0.007894217,NA,0.419790803,10.66666667,NA,0.015788435,NA,2.11308435,0,NA,0,NA,0,0,NA,0,NA,0,0,NA,0,NA,0,0,NA,0,NA,0,16,NA,0.023682652,NA,2.532875153,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,16,NA,0.023682652
51735,2195,MI-Geoffroy,TCA-5.20,2025-08-24,09:23:30,1,2x1m2,O-Tow,500,500-RED,0,101,NA,675.6,Pseudocalanus spp.,Animalia,Arthropoda,Copepoda,Calanoida,Clausocalanidae,0,NA,0,NA,0,0,NA,0,NA,0,0,NA,0,NA,0,181.8181818,NA,0.269121051,NA,0.468354056,7743.272727,NA,11.46132731,NA,34.38249194,0,NA,0,NA,0,2748.606061,NA,4.06839263,NA,26.0253856,90.90909091,NA,0.134560525,NA,0.313150408,10764.60606,NA,15.93340151,NA,61.18938201,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,10764.60606,NA,15.93340151
52386,2192,MI-Geoffroy,PS1,2025-09-08,02:17:43,1,2x1m2,O-Tow,500,500-RED,0,100.2,NA,531.9,Calanus finmarchicus,Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,0,NA,0,NA,0,166.6666667,NA,0.313342107,NA,1.572219089,361.7777778,NA,0.680161267,NA,8.326887911,166.6666667,NA,0.313342107,NA,8.982452842,0,NA,0,NA,0,0,NA,0,NA,0,0,NA,0,NA,0,0,NA,0,NA,0,695.1111111,NA,1.306845481,NA,18.88155984,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,695.1111111,NA,1.306845481
52386,2192,MI-Geoffroy,PS1,2025-09-08,02:17:43,1,2x1m2,O-Tow,500,500-RED,0,100.2,NA,531.9,Calanus glacialis,Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,166.6666667,NA,0.313342107,NA,0.689756847,6056.888889,NA,11.38726995,NA,111.6838385,1768,NA,3.32393307,NA,97.8975072,426.6666667,NA,0.802155794,NA,83.08524359,1450.666667,NA,2.727329699,NA,829.0133173,0,NA,0,NA,0,256,NA,0.481293476,NA,318.5337587,0,NA,0,NA,0,10124.88889,NA,19.0353241,NA,1440.903422,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,10124.88889,NA,19.0353241
52386,2192,MI-Geoffroy,PS1,2025-09-08,02:17:43,1,2x1m2,O-Tow,500,500-RED,0,100.2,NA,531.9,Calanus hyperboreus,Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,833.3333333,NA,1.566710535,NA,21.21954315,2723.555556,NA,5.120427816,NA,337.6405494,1308.444444,NA,2.459944434,NA,550.1485413,2304,NA,4.331641286,NA,1982.328983,341.3333333,NA,0.641724635,NA,655.8423652,0,NA,0,NA,0,142.2222222,NA,0.267385265,NA,703.2129033,0,NA,0,NA,0,7652.888889,NA,14.38783397,NA,4250.392885,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,7652.888889,NA,14.38783397
52386,2192,MI-Geoffroy,PS1,2025-09-08,02:17:43,1,2x1m2,O-Tow,500,500-RED,0,100.2,NA,531.9,Metridia longa,Animalia,Arthropoda,Copepoda,Calanoida,Metridinidae,0,NA,0,NA,0,0,NA,0,NA,0,0,NA,0,NA,0,223.5555556,NA,0.420296213,NA,9.187998838,508,NA,0.955066742,NA,66.76930807,170.6666667,NA,0.320862317,NA,30.12729671,597.3333333,NA,1.123018111,NA,238.2783892,0,NA,0,NA,0,1499.555556,NA,2.819243383,NA,344.3629928,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,1499.555556,NA,2.819243383
52386,2192,MI-Geoffroy,PS1,2025-09-08,02:17:43,1,2x1m2,O-Tow,500,500-RED,0,100.2,NA,531.9,Paraeuchaeta sp.,Animalia,Arthropoda,Copepoda,Calanoida,Euchaetidae,0,NA,0,NA,0,56.88888889,NA,0.106954106,NA,3.46214077,113.7777778,NA,0.213908212,NA,11.37499697,85.33333333,NA,0.160431159,NA,21.471702,0,NA,0,NA,0,0,NA,0,NA,0,0,NA,0,NA,0,0,NA,0,NA,0,256,NA,0.481293476,NA,36.30883974,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,256,NA,0.481293476
52386,2192,MI-Geoffroy,PS1,2025-09-08,02:17:43,1,2x1m2,O-Tow,500,500-RED,0,100.2,NA,531.9,Pseudocalanus spp.,Animalia,Arthropoda,Copepoda,Calanoida,Clausocalanidae,0,NA,0,NA,0,0,NA,0,NA,0,0,NA,0,NA,0,10666.66667,NA,20.05389484,NA,34.89999373,29812.88889,NA,56.04980051,NA,168.142115,166.6666667,NA,0.313342107,NA,1.030002507,1500,NA,2.820078962,NA,18.03996052,0,NA,0,NA,0,42146.22222,NA,79.23711642,NA,222.1120718,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,42146.22222,NA,79.23711642
52412,2187,MI-Geoffroy,ES_S3,2025-09-09,16:33:15,1,2x1m2,O-Tow,500,500-RED,0,100,NA,649.8,Calanus finmarchicus,Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,0,NA,0,NA,0,545.4545455,NA,0.839419122,NA,4.211852598,0,NA,0,NA,0,0,NA,0,NA,0,0,NA,0,NA,0,0,NA,0,NA,0,0,NA,0,NA,0,0,NA,0,NA,0,545.4545455,NA,0.839419122,NA,4.211852598,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,545.4545455,NA,0.839419122
52412,2187,MI-Geoffroy,ES_S3,2025-09-09,16:33:15,1,2x1m2,O-Tow,500,500-RED,0,100,NA,649.8,Calanus glacialis,Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,0,NA,0,NA,0,4128,NA,6.352723915,NA,62.30611856,3077.818182,NA,4.736562299,NA,139.5027012,640,NA,0.984918436,NA,102.0153303,4736,NA,7.28839643,NA,2215.418878,0,NA,0,NA,0,469.3333333,NA,0.72227352,NA,478.0212293,0,NA,0,NA,0,13051.15152,NA,20.0848746,NA,2997.264258,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,13051.15152,NA,20.0848746
52412,2187,MI-Geoffroy,ES_S3,2025-09-09,16:33:15,1,2x1m2,O-Tow,500,500-RED,0,100,NA,649.8,Calanus hyperboreus,Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,0,NA,0,NA,0,1400.727273,NA,2.155628305,NA,142.1419364,3215.030303,NA,4.947722842,NA,1106.521947,3712,NA,5.712526931,NA,2614.276426,341.3333333,NA,0.525289833,NA,536.8460357,0,NA,0,NA,0,128,NA,0.196983687,NA,518.0594782,0,NA,0,NA,0,8797.090909,NA,13.5381516,NA,4917.845824,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,8797.090909,NA,13.5381516
52412,2187,MI-Geoffroy,ES_S3,2025-09-09,16:33:15,1,2x1m2,O-Tow,500,500-RED,0,100,NA,649.8,Metridia longa,Animalia,Arthropoda,Copepoda,Calanoida,Metridinidae,0,NA,0,NA,0,0,NA,0,NA,0,0,NA,0,NA,0,181.8181818,NA,0.279806374,NA,6.116782786,42.66666667,NA,0.065661229,NA,4.590417236,0,NA,0,NA,0,0,NA,0,NA,0,0,NA,0,NA,0,224.4848485,NA,0.345467603,NA,10.70720002,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,224.4848485,NA,0.345467603
52412,2187,MI-Geoffroy,ES_S3,2025-09-09,16:33:15,1,2x1m2,O-Tow,500,500-RED,0,100,NA,649.8,Paraeuchaeta glacialis,Animalia,Arthropoda,Copepoda,Calanoida,Euchaetidae,0,NA,0,NA,0,0,NA,0,NA,0,0,NA,0,NA,0,0,NA,0,NA,0,0,NA,0,NA,0,0,NA,0,NA,0,1,NA,0.001538935,NA,3.819982841,0,NA,0,NA,0,1,NA,0.001538935,NA,3.819982841,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,1,NA,0.001538935
52412,2187,MI-Geoffroy,ES_S3,2025-09-09,16:33:15,1,2x1m2,O-Tow,500,500-RED,0,100,NA,649.8,Paraeuchaeta sp.,Animalia,Arthropoda,Copepoda,Calanoida,Euchaetidae,0,NA,0,NA,0,0,NA,0,NA,0,42.66666667,NA,0.065661229,NA,3.49166718,85.33333333,NA,0.131322458,NA,17.57586687,0,NA,0,NA,0,0,NA,0,NA,0,0,NA,0,NA,0,0,NA,0,NA,0,128,NA,0.196983687,NA,21.06753405,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,128,NA,0.196983687
52412,2187,MI-Geoffroy,ES_S3,2025-09-09,16:33:15,1,2x1m2,O-Tow,500,500-RED,0,100,NA,649.8,Pseudocalanus spp.,Animalia,Arthropoda,Copepoda,Calanoida,Clausocalanidae,0,NA,0,NA,0,0,NA,0,NA,0,0,NA,0,NA,0,6769.939394,NA,10.41849707,NA,18.13141463,36832.9697,NA,56.68354832,NA,170.0432761,0,NA,0,NA,0,1818.181818,NA,2.79806374,NA,17.8991298,0,NA,0,NA,0,45421.09091,NA,69.90010912,NA,206.0738205,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,45421.09091,NA,69.90010912
52445,2193,MI-Geoffroy,SF1,2025-09-11,02:00:11,1,2x1m2,O-Tow,500,500-RED,0,96.3,NA,839.7,Calanus finmarchicus,Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,0,NA,0,NA,0,600,NA,0.714540907,NA,3.585266166,100,NA,0.119090151,NA,1.457963558,0,NA,0,NA,0,0,NA,0,NA,0,0,NA,0,NA,0,0,NA,0,NA,0,0,NA,0,NA,0,700,NA,0.833631059,NA,5.043229725,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,700,NA,0.833631059
52445,2193,MI-Geoffroy,SF1,2025-09-11,02:00:11,1,2x1m2,O-Tow,500,500-RED,0,96.3,NA,839.7,Calanus glacialis,Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,500,NA,0.595450756,NA,1.310759795,7700,NA,9.169941646,NA,89.93677028,6670.285714,NA,7.943653346,NA,233.9589409,1280,NA,1.524353936,NA,157.8886783,1901.714286,NA,2.264754419,NA,688.40653,0,NA,0,NA,0,475.4285714,NA,0.566188605,NA,374.7197777,36.57142857,NA,0.04355297,NA,9.451907212,18564,NA,22.10789568,NA,1555.673364,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,18564,NA,22.10789568
52445,2193,MI-Geoffroy,SF1,2025-09-11,02:00:11,1,2x1m2,O-Tow,500,500-RED,0,96.3,NA,839.7,Calanus hyperboreus,Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,2400,NA,2.85816363,NA,38.71099678,7673.142857,NA,9.137957434,NA,602.5560908,3555.428571,NA,4.234165263,NA,946.9400247,1901.714286,NA,2.264754419,NA,1036.440468,219.4285714,NA,0.261317818,NA,267.0667233,0,NA,0,NA,0,219.4285714,NA,0.261317818,NA,687.2557525,0,NA,0,NA,0,15969.14286,NA,19.01767638,NA,3578.970057,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,15969.14286,NA,19.01767638
52445,2193,MI-Geoffroy,SF1,2025-09-11,02:00:11,1,2x1m2,O-Tow,500,500-RED,0,96.3,NA,839.7,Calanus spp.,Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,0,NA,0,NA,0,0,NA,0,NA,0,0,NA,0,NA,0,0,NA,0,NA,0,0,NA,0,NA,0,0,NA,0,NA,0,0,NA,0,NA,0,200,NA,0.238180302,NA,18.15313088,200,NA,0.238180302,NA,18.15313088,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,200,NA,0.238180302
52445,2193,MI-Geoffroy,SF1,2025-09-11,02:00:11,1,2x1m2,O-Tow,500,500-RED,0,96.3,NA,839.7,Gaetanus tenuispinus,Animalia,Arthropoda,Copepoda,Calanoida,Aetideidae,0,NA,0,NA,0,0,NA,0,NA,0,0,NA,0,NA,0,100,NA,0.119090151,NA,6.033656068,0,NA,0,NA,0,0,NA,0,NA,0,0,NA,0,NA,0,0,NA,0,NA,0,100,NA,0.119090151,NA,6.033656068,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,100,NA,0.119090151
52445,2193,MI-Geoffroy,SF1,2025-09-11,02:00:11,1,2x1m2,O-Tow,500,500-RED,0,96.3,NA,839.7,Metridia longa,Animalia,Arthropoda,Copepoda,Calanoida,Metridinidae,0,NA,0,NA,0,0,NA,0,NA,0,0,NA,0,NA,0,100,NA,0.119090151,NA,2.603402406,1060.571429,NA,1.263036118,NA,88.29963812,36.57142857,NA,0.04355297,NA,4.089396499,804.5714286,NA,0.958165331,NA,203.3004538,0,NA,0,NA,0,2001.714286,NA,2.38384457,NA,298.2928909,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,2001.714286,NA,2.38384457
52445,2193,MI-Geoffroy,SF1,2025-09-11,02:00:11,1,2x1m2,O-Tow,500,500-RED,0,96.3,NA,839.7,Paraeuchaeta glacialis,Animalia,Arthropoda,Copepoda,Calanoida,Euchaetidae,0,NA,0,NA,0,0,NA,0,NA,0,0,NA,0,NA,0,0,NA,0,NA,0,0,NA,0,NA,0,0,NA,0,NA,0,146.2857143,NA,0.174211878,NA,432.4330537,0,NA,0,NA,0,146.2857143,NA,0.174211878,NA,432.4330537,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,146.2857143,NA,0.174211878
52445,2193,MI-Geoffroy,SF1,2025-09-11,02:00:11,1,2x1m2,O-Tow,500,500-RED,0,96.3,NA,839.7,Paraeuchaeta sp.,Animalia,Arthropoda,Copepoda,Calanoida,Euchaetidae,0,NA,0,NA,0,36.57142857,NA,0.04355297,NA,1.409824434,236.5714286,NA,0.281733272,NA,14.98173021,0,NA,0,NA,0,0,NA,0,NA,0,0,NA,0,NA,0,0,NA,0,NA,0,0,NA,0,NA,0,273.1428571,NA,0.325286242,NA,16.39155464,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,273.1428571,NA,0.325286242
52445,2193,MI-Geoffroy,SF1,2025-09-11,02:00:11,1,2x1m2,O-Tow,500,500-RED,0,96.3,NA,839.7,Pseudocalanus spp.,Animalia,Arthropoda,Copepoda,Calanoida,Clausocalanidae,0,NA,0,NA,0,100,NA,0.119090151,NA,0.070273907,0,NA,0,NA,0,1000,NA,1.190901512,NA,2.072537811,3000,NA,3.572704537,NA,10.71764916,0,NA,0,NA,0,200,NA,0.238180302,NA,1.52363225,0,NA,0,NA,0,4300,NA,5.120876504,NA,14.38409313,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,4300,NA,5.120876504
52467,2189,MI-Geoffroy,NS3,2025-09-12,01:33:47,1,2x1m2,O-Tow,500,500-RED,0,100.6,NA,1296.9,Calanus finmarchicus,Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,0,NA,0,NA,0,450,NA,0.346981263,NA,1.741006246,50,NA,0.038553474,NA,0.471991672,0,NA,0,NA,0,0,NA,0,NA,0,0,NA,0,NA,0,0,NA,0,NA,0,0,NA,0,NA,0,500,NA,0.385534737,NA,2.212997918,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,500,NA,0.385534737
52467,2189,MI-Geoffroy,NS3,2025-09-12,01:33:47,1,2x1m2,O-Tow,500,500-RED,0,100.6,NA,1296.9,Calanus glacialis,Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,0,NA,0,NA,0,5200,NA,4.009561261,NA,39.32489475,2791.333333,NA,2.152311923,NA,63.39055798,391.3333333,NA,0.301745187,NA,31.25399403,1450.666667,NA,1.118564783,NA,340.0047679,0,NA,0,NA,0,554.6666667,NA,0.427686535,NA,283.0551547,0,NA,0,NA,0,10388,NA,8.009869689,NA,757.0293694,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,10388,NA,8.009869689
52467,2189,MI-Geoffroy,NS3,2025-09-12,01:33:47,1,2x1m2,O-Tow,500,500-RED,0,100.6,NA,1296.9,Calanus hyperboreus,Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,100,NA,0.077106947,NA,1.044337266,3142.666667,NA,2.423214332,NA,159.7865349,2420,NA,1.865988126,NA,417.3145666,725.3333333,NA,0.559282391,NA,255.9495629,213.3333333,NA,0.164494821,NA,168.1136528,0,NA,0,NA,0,512,NA,0.39478757,NA,1038.27604,0,NA,0,NA,0,7113.333333,NA,5.484874187,NA,2040.484694,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,7113.333333,NA,5.484874187
52467,2189,MI-Geoffroy,NS3,2025-09-12,01:33:47,1,2x1m2,O-Tow,500,500-RED,0,100.6,NA,1296.9,Chiridius obtusifrons,Animalia,Arthropoda,Copepoda,Calanoida,Aetideidae,0,NA,0,NA,0,0,NA,0,NA,0,0,NA,0,NA,0,0,NA,0,NA,0,42.66666667,NA,0.032898964,NA,3.110925725,0,NA,0,NA,0,85.33333333,NA,0.065797928,NA,14.46894866,0,NA,0,NA,0,128,NA,0.098696893,NA,17.57987439,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,128,NA,0.098696893
52467,2189,MI-Geoffroy,NS3,2025-09-12,01:33:47,1,2x1m2,O-Tow,500,500-RED,0,100.6,NA,1296.9,Heterorhabdus norvegicus,Animalia,Arthropoda,Copepoda,Calanoida,Heterorhabdidae,0,NA,0,NA,0,0,NA,0,NA,0,0,NA,0,NA,0,0,NA,0,NA,0,0,NA,0,NA,0,0,NA,0,NA,0,42.66666667,NA,0.032898964,NA,10.04216668,0,NA,0,NA,0,42.66666667,NA,0.032898964,NA,10.04216668,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,42.66666667,NA,0.032898964
52467,2189,MI-Geoffroy,NS3,2025-09-12,01:33:47,1,2x1m2,O-Tow,500,500-RED,0,100.6,NA,1296.9,Metridia longa,Animalia,Arthropoda,Copepoda,Calanoida,Metridinidae,0,NA,0,NA,0,0,NA,0,NA,0,0,NA,0,NA,0,492.6666667,NA,0.379880227,NA,8.304474275,5912.666667,NA,4.559076773,NA,318.7278838,42.66666667,NA,0.032898964,NA,3.089041005,1493.333333,NA,1.151463747,NA,244.3138931,0,NA,0,NA,0,7941.333333,NA,6.123319711,NA,574.4352922,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,7941.333333,NA,6.123319711
52467,2189,MI-Geoffroy,NS3,2025-09-12,01:33:47,1,2x1m2,O-Tow,500,500-RED,0,100.6,NA,1296.9,Paraeuchaeta sp.,Animalia,Arthropoda,Copepoda,Calanoida,Euchaetidae,0,NA,0,NA,0,92.66666667,NA,0.071452438,NA,2.312939707,85.33333333,NA,0.065797928,NA,3.498936438,42.66666667,NA,0.032898964,NA,4.403114463,85.33333333,NA,0.065797928,NA,32.69064401,0,NA,0,NA,0,0,NA,0,NA,0,0,NA,0,NA,0,306,NA,0.235947259,NA,42.90563462,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,306,NA,0.235947259
52467,2189,MI-Geoffroy,NS3,2025-09-12,01:33:47,1,2x1m2,O-Tow,500,500-RED,0,100.6,NA,1296.9,Pseudocalanus spp.,Animalia,Arthropoda,Copepoda,Calanoida,Clausocalanidae,0,NA,0,NA,0,0,NA,0,NA,0,50,NA,0.038553474,NA,0.038426247,200,NA,0.154213895,NA,0.268379983,1600,NA,1.233711157,NA,3.70097309,0,NA,0,NA,0,50,NA,0.038553474,NA,0.246625414,0,NA,0,NA,0,1900,NA,1.465031999,NA,4.254404734,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,1900,NA,1.465031999
52467,2189,MI-Geoffroy,NS3,2025-09-12,01:33:47,1,2x1m2,O-Tow,500,500-RED,0,100.6,NA,1296.9,Scolecithricella minor,Animalia,Arthropoda,Copepoda,Calanoida,Scolecitrichidae,0,NA,0,NA,0,0,NA,0,NA,0,0,NA,0,NA,0,0,NA,0,NA,0,0,NA,0,NA,0,100,NA,0.077106947,NA,0.298059989,0,NA,0,NA,0,0,NA,0,NA,0,100,NA,0.077106947,NA,0.298059989,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,100,NA,0.077106947
